elementName,weatherElement_Id,location_Id
"最大10分鐘風風向",1069,59
"最大10分鐘風日期",1070,59
"最大瞬間風風速",1071,59
"最大瞬間風風向",1072,59
"最大瞬間風日期",1073,59
"平均相對濕度",1074,59
"最小相對濕度",1075,59
"最小相對濕度日期",1076,59
"測站氣壓",1077,59
"降水日數",1078,59
"日照時數",1079,59
"平均溫度",1080,60
"最高溫度",1081,60
"最高溫度日期",1082,60
"最低溫度",1083,60
"最低溫度日期",1084,60
"降水量",1085,60
"最大10分鐘風風速",1086,60
"最大10分鐘風風向",1087,60
"最大10分鐘風日期",1088,60
"最大瞬間風風速",1089,60
"最大瞬間風風向",1090,60
"最大瞬間風日期",1091,60
"平均相對濕度",1092,60
"最小相對濕度",1093,60
"最小相對濕度日期",1094,60
"測站氣壓",1095,60
"降水日數",1096,60
"日照時數",1097,60
"平均溫度",1098,61
"最高溫度",1099,61
"最高溫度日期",1100,61
"最低溫度",1101,61
"最低溫度日期",1102,61
"降水量",1103,61
"最大10分鐘風風速",1104,61
"最大10分鐘風風向",1105,61
"最大10分鐘風日期",1106,61
"最大瞬間風風速",1107,61
"最大瞬間風風向",1108,61
"最大瞬間風日期",1109,61
"平均相對濕度",1110,61
"最小相對濕度",1111,61
"最小相對濕度日期",1112,61
"測站氣壓",1113,61
"降水日數",1114,61
"日照時數",1115,61
"平均溫度",1116,62
"最高溫度",1117,62
"最高溫度日期",1118,62
"最低溫度",1119,62
"最低溫度日期",1120,62
"降水量",1121,62
"最大10分鐘風風速",1122,62
"最大10分鐘風風向",1123,62
"最大10分鐘風日期",1124,62
"最大瞬間風風速",1125,62
"最大瞬間風風向",1126,62
"最大瞬間風日期",1127,62
"平均相對濕度",1128,62
"最小相對濕度",1129,62
"最小相對濕度日期",1130,62
"測站氣壓",1131,62
"降水日數",1132,62
"日照時數",1133,62
"平均溫度",1134,63
"最高溫度",1135,63
"最高溫度日期",1136,63
"最低溫度",1137,63
"最低溫度日期",1138,63
"降水量",1139,63
"最大10分鐘風風速",1140,63
"最大10分鐘風風向",1141,63
"最大10分鐘風日期",1142,63
"最大瞬間風風速",1143,63
"最大瞬間風風向",1144,63
"最大瞬間風日期",1145,63
"平均相對濕度",1146,63
"最小相對濕度",1147,63
"最小相對濕度日期",1148,63
"測站氣壓",1149,63
"降水日數",1150,63
"日照時數",1151,63
"平均溫度",1152,64
"最高溫度",1153,64
"最高溫度日期",1154,64
"最低溫度",1155,64
"最低溫度日期",1156,64
"降水量",1157,64
"最大10分鐘風風速",1158,64
"最大10分鐘風風向",1159,64
"最大10分鐘風日期",1160,64
"最大瞬間風風速",1161,64
"最大瞬間風風向",1162,64
"最大瞬間風日期",1163,64
"平均相對濕度",1164,64
"最小相對濕度",1165,64
"最小相對濕度日期",1166,64
"測站氣壓",1167,64
"降水日數",1168,64
"日照時數",1169,64
"平均溫度",1170,65
"最高溫度",1171,65
"最高溫度日期",1172,65
"最低溫度",1173,65
"最低溫度日期",1174,65
"降水量",1175,65
"最大10分鐘風風速",1176,65
"最大10分鐘風風向",1177,65
"最大10分鐘風日期",1178,65
"最大瞬間風風速",1179,65
"最大瞬間風風向",1180,65
"最大瞬間風日期",1181,65
"平均相對濕度",1182,65
"最小相對濕度",1183,65
"最小相對濕度日期",1184,65
"測站氣壓",1185,65
"降水日數",1186,65
"日照時數",1187,65
"平均溫度",1188,66
"最高溫度",1189,66
"最高溫度日期",1190,66
"最低溫度",1191,66
"最低溫度日期",1192,66
"降水量",1193,66
"最大10分鐘風風速",1194,66
"最大10分鐘風風向",1195,66
"最大10分鐘風日期",1196,66
"最大瞬間風風速",1197,66
"最大瞬間風風向",1198,66
"最大瞬間風日期",1199,66
"平均相對濕度",1200,66
"最小相對濕度",1201,66
"最小相對濕度日期",1202,66
"測站氣壓",1203,66
"降水日數",1204,66
"日照時數",1205,66
"平均溫度",1206,67
"最高溫度",1207,67
"最高溫度日期",1208,67
"最低溫度",1209,67
"最低溫度日期",1210,67
"降水量",1211,67
"最大10分鐘風風速",1212,67
"最大10分鐘風風向",1213,67
"最大10分鐘風日期",1214,67
"最大瞬間風風速",1215,67
"最大瞬間風風向",1216,67
"最大瞬間風日期",1217,67
"平均相對濕度",1218,67
"最小相對濕度",1219,67
"最小相對濕度日期",1220,67
"測站氣壓",1221,67
"降水日數",1222,67
"日照時數",1223,67
"平均溫度",1224,68
"最高溫度",1225,68
"最高溫度日期",1226,68
"最低溫度",1227,68
"最低溫度日期",1228,68
"降水量",1229,68
"最大10分鐘風風速",1230,68
"最大10分鐘風風向",1231,68
"最大10分鐘風日期",1232,68
"最大瞬間風風速",1233,68
"最大瞬間風風向",1234,68
"最大瞬間風日期",1235,68
"平均相對濕度",1236,68
"最小相對濕度",1237,68
"最小相對濕度日期",1238,68
"測站氣壓",1239,68
"降水日數",1240,68
"日照時數",1241,68
"平均溫度",1242,69
"最高溫度",1243,69
"最高溫度日期",1244,69
"最低溫度",1245,69
"最低溫度日期",1246,69
"降水量",1247,69
"最大10分鐘風風速",1248,69
"最大10分鐘風風向",1249,69
"最大10分鐘風日期",1250,69
"最大瞬間風風速",1251,69
"最大瞬間風風向",1252,69
"最大瞬間風日期",1253,69
"平均相對濕度",1254,69
"最小相對濕度",1255,69
"最小相對濕度日期",1256,69
"測站氣壓",1257,69
"降水日數",1258,69
"日照時數",1259,69
"平均溫度",1260,70
"最高溫度",1261,70
"最高溫度日期",1262,70
"最低溫度",1263,70
"最低溫度日期",1264,70
"降水量",1265,70
"最大10分鐘風風速",1266,70
"最大10分鐘風風向",1267,70
"最大10分鐘風日期",1268,70
"最大瞬間風風速",1269,70
"最大瞬間風風向",1270,70
"最大瞬間風日期",1271,70
"平均相對濕度",1272,70
"最小相對濕度",1273,70
"最小相對濕度日期",1274,70
"測站氣壓",1275,70
"降水日數",1276,70
"日照時數",1277,70
"平均溫度",1278,71
"最高溫度",1279,71
"最高溫度日期",1280,71
"最低溫度",1281,71
"最低溫度日期",1282,71
"降水量",1283,71
"最大10分鐘風風速",1284,71
"最大10分鐘風風向",1285,71
"最大10分鐘風日期",1286,71
"最大瞬間風風速",1287,71
"最大瞬間風風向",1288,71
"最大瞬間風日期",1289,71
"平均相對濕度",1290,71
"最小相對濕度",1291,71
"最小相對濕度日期",1292,71
"測站氣壓",1293,71
"降水日數",1294,71
"日照時數",1295,71
"平均溫度",1296,72
"最高溫度",1297,72
"最高溫度日期",1298,72
"最低溫度",1299,72
"最低溫度日期",1300,72
"降水量",1301,72
"最大10分鐘風風速",1302,72
"最大10分鐘風風向",1303,72
"最大10分鐘風日期",1304,72
"最大瞬間風風速",1305,72
"最大瞬間風風向",1306,72
"最大瞬間風日期",1307,72
"平均相對濕度",1308,72
"最小相對濕度",1309,72
"最小相對濕度日期",1310,72
"測站氣壓",1311,72
"降水日數",1312,72
"日照時數",1313,72
"平均溫度",1314,73
"最高溫度",1315,73
"最高溫度日期",1316,73
"最低溫度",1317,73
"最低溫度日期",1318,73
"降水量",1319,73
"最大10分鐘風風速",1320,73
"最大10分鐘風風向",1321,73
"最大10分鐘風日期",1322,73
"最大瞬間風風速",1323,73
"最大瞬間風風向",1324,73
"最大瞬間風日期",1325,73
"平均相對濕度",1326,73
"最小相對濕度",1327,73
"最小相對濕度日期",1328,73
"測站氣壓",1329,73
"降水日數",1330,73
"日照時數",1331,73
"平均溫度",1332,74
"最高溫度",1333,74
"最高溫度日期",1334,74
"最低溫度",1335,74
"最低溫度日期",1336,74
"降水量",1337,74
"最大10分鐘風風速",1338,74
"最大10分鐘風風向",1339,74
"最大10分鐘風日期",1340,74
"最大瞬間風風速",1341,74
"最大瞬間風風向",1342,74
"最大瞬間風日期",1343,74
"平均相對濕度",1344,74
"最小相對濕度",1345,74
"最小相對濕度日期",1346,74
"測站氣壓",1347,74
"降水日數",1348,74
"日照時數",1349,74
"平均溫度",1350,75
"最高溫度",1351,75
"最高溫度日期",1352,75
"最低溫度",1353,75
"最低溫度日期",1354,75
"降水量",1355,75
"最大10分鐘風風速",1356,75
"最大10分鐘風風向",1357,75
"最大10分鐘風日期",1358,75
"最大瞬間風風速",1359,75
"最大瞬間風風向",1360,75
"最大瞬間風日期",1361,75
"平均相對濕度",1362,75
"最小相對濕度",1363,75
"最小相對濕度日期",1364,75
"測站氣壓",1365,75
"降水日數",1366,75
"日照時數",1367,75
"平均溫度",1368,76
"最高溫度",1369,76
"最高溫度日期",1370,76
"最低溫度",1371,76
"最低溫度日期",1372,76
"降水量",1373,76
"最大10分鐘風風速",1374,76
"最大10分鐘風風向",1375,76
"最大10分鐘風日期",1376,76
"最大瞬間風風速",1377,76
"最大瞬間風風向",1378,76
"最大瞬間風日期",1379,76
"平均相對濕度",1380,76
"最小相對濕度",1381,76
"最小相對濕度日期",1382,76
"測站氣壓",1383,76
"降水日數",1384,76
"日照時數",1385,76
"平均溫度",1386,77
"最高溫度",1387,77
"最高溫度日期",1388,77
"最低溫度",1389,77
"最低溫度日期",1390,77
"降水量",1391,77
"最大10分鐘風風速",1392,77
"最大10分鐘風風向",1393,77
"最大10分鐘風日期",1394,77
"最大瞬間風風速",1395,77
"最大瞬間風風向",1396,77
"最大瞬間風日期",1397,77
"平均相對濕度",1398,77
"最小相對濕度",1399,77
"最小相對濕度日期",1400,77
"測站氣壓",1401,77
"降水日數",1402,77
"日照時數",1403,77
"平均溫度",1404,78
"最高溫度",1405,78
"最高溫度日期",1406,78
"最低溫度",1407,78
"最低溫度日期",1408,78
"降水量",1409,78
"最大10分鐘風風速",1410,78
"最大10分鐘風風向",1411,78
"最大10分鐘風日期",1412,78
"最大瞬間風風速",1413,78
"最大瞬間風風向",1414,78
"最大瞬間風日期",1415,78
"平均相對濕度",1416,78
"最小相對濕度",1417,78
"最小相對濕度日期",1418,78
"測站氣壓",1419,78
"降水日數",1420,78
"日照時數",1421,78
"平均溫度",1422,79
"最高溫度",1423,79
"最高溫度日期",1424,79
"最低溫度",1425,79
"最低溫度日期",1426,79
"降水量",1427,79
"最大10分鐘風風速",1428,79
"最大10分鐘風風向",1429,79
"最大10分鐘風日期",1430,79
"最大瞬間風風速",1431,79
"最大瞬間風風向",1432,79
"最大瞬間風日期",1433,79
"平均相對濕度",1434,79
"最小相對濕度",1435,79
"最小相對濕度日期",1436,79
"測站氣壓",1437,79
"降水日數",1438,79
"日照時數",1439,79
"平均溫度",1440,80
"最高溫度",1441,80
"最高溫度日期",1442,80
"最低溫度",1443,80
"最低溫度日期",1444,80
"降水量",1445,80
"最大10分鐘風風速",1446,80
"最大10分鐘風風向",1447,80
"最大10分鐘風日期",1448,80
"最大瞬間風風速",1449,80
"最大瞬間風風向",1450,80
"最大瞬間風日期",1451,80
"平均相對濕度",1452,80
"最小相對濕度",1453,80
"最小相對濕度日期",1454,80
"測站氣壓",1455,80
"降水日數",1456,80
"日照時數",1457,80
"平均溫度",1458,81
"最高溫度",1459,81
"最高溫度日期",1460,81
"最低溫度",1461,81
"最低溫度日期",1462,81
"降水量",1463,81
"最大10分鐘風風速",1464,81
"最大10分鐘風風向",1465,81
"最大10分鐘風日期",1466,81
"最大瞬間風風速",1467,81
"最大瞬間風風向",1468,81
"最大瞬間風日期",1469,81
"平均相對濕度",1470,81
"最小相對濕度",1471,81
"最小相對濕度日期",1472,81
"測站氣壓",1473,81
"降水日數",1474,81
"日照時數",1475,81
"平均溫度",1476,82
"最高溫度",1477,82
"最高溫度日期",1478,82
"最低溫度",1479,82
"最低溫度日期",1480,82
"降水量",1481,82
"最大10分鐘風風速",1482,82
"最大10分鐘風風向",1483,82
"最大10分鐘風日期",1484,82
"最大瞬間風風速",1485,82
"最大瞬間風風向",1486,82
"最大瞬間風日期",1487,82
"平均相對濕度",1488,82
"最小相對濕度",1489,82
"最小相對濕度日期",1490,82
"測站氣壓",1491,82
"降水日數",1492,82
"日照時數",1493,82
"平均溫度",1494,83
"最高溫度",1495,83
"最高溫度日期",1496,83
"最低溫度",1497,83
"最低溫度日期",1498,83
"降水量",1499,83
"最大10分鐘風風速",1500,83
"最大10分鐘風風向",1501,83
"最大10分鐘風日期",1502,83
"最大瞬間風風速",1503,83
"最大瞬間風風向",1504,83
"最大瞬間風日期",1505,83
"平均相對濕度",1506,83
"最小相對濕度",1507,83
"最小相對濕度日期",1508,83
"測站氣壓",1509,83
"降水日數",1510,83
"日照時數",1511,83
"平均溫度",1512,84
"最高溫度",1513,84
"最高溫度日期",1514,84
"最低溫度",1515,84
"最低溫度日期",1516,84
"降水量",1517,84
"最大10分鐘風風速",1518,84
"最大10分鐘風風向",1519,84
"最大10分鐘風日期",1520,84
"最大瞬間風風速",1521,84
"最大瞬間風風向",1522,84
"最大瞬間風日期",1523,84
"平均相對濕度",1524,84
"最小相對濕度",1525,84
"最小相對濕度日期",1526,84
"測站氣壓",1527,84
"降水日數",1528,84
"日照時數",1529,84
"平均溫度",1530,85
"最高溫度",1531,85
"最高溫度日期",1532,85
"最低溫度",1533,85
"最低溫度日期",1534,85
"降水量",1535,85
"最大10分鐘風風速",1536,85
"最大10分鐘風風向",1537,85
"最大10分鐘風日期",1538,85
"最大瞬間風風速",1539,85
"最大瞬間風風向",1540,85
"最大瞬間風日期",1541,85
"平均相對濕度",1542,85
"最小相對濕度",1543,85
"最小相對濕度日期",1544,85
"測站氣壓",1545,85
"降水日數",1546,85
"日照時數",1547,85
"平均溫度",1548,86
"最高溫度",1549,86
"最高溫度日期",1550,86
"最低溫度",1551,86
"最低溫度日期",1552,86
"降水量",1553,86
"最大10分鐘風風速",1554,86
"最大10分鐘風風向",1555,86
"最大10分鐘風日期",1556,86
"最大瞬間風風速",1557,86
"最大瞬間風風向",1558,86
"最大瞬間風日期",1559,86
"平均相對濕度",1560,86
"最小相對濕度",1561,86
"最小相對濕度日期",1562,86
"測站氣壓",1563,86
"降水日數",1564,86
"日照時數",1565,86
"平均溫度",1566,87
"最高溫度",1567,87
"最高溫度日期",1568,87
"最低溫度",1569,87
"最低溫度日期",1570,87
"降水量",1571,87
"最大10分鐘風風速",1572,87
"最大10分鐘風風向",1573,87
"最大10分鐘風日期",1574,87
"最大瞬間風風速",1575,87
"最大瞬間風風向",1576,87
"最大瞬間風日期",1577,87
"平均相對濕度",1578,87
"最小相對濕度",1579,87
"最小相對濕度日期",1580,87
"測站氣壓",1581,87
"降水日數",1582,87
"日照時數",1583,87
"平均溫度",1584,88
"最高溫度",1585,88
"最高溫度日期",1586,88
"最低溫度",1587,88
"最低溫度日期",1588,88
"降水量",1589,88
"最大10分鐘風風速",1590,88
"最大10分鐘風風向",1591,88
"最大10分鐘風日期",1592,88
"最大瞬間風風速",1593,88
"最大瞬間風風向",1594,88
"最大瞬間風日期",1595,88
"平均相對濕度",1596,88
"最小相對濕度",1597,88
"最小相對濕度日期",1598,88
"測站氣壓",1599,88
"降水日數",1600,88
"日照時數",1601,88
"平均溫度",1602,89
"最高溫度",1603,89
"最高溫度日期",1604,89
"最低溫度",1605,89
"最低溫度日期",1606,89
"降水量",1607,89
"最大10分鐘風風速",1608,89
"最大10分鐘風風向",1609,89
"最大10分鐘風日期",1610,89
"最大瞬間風風速",1611,89
"最大瞬間風風向",1612,89
"最大瞬間風日期",1613,89
"平均相對濕度",1614,89
"最小相對濕度",1615,89
"最小相對濕度日期",1616,89
"測站氣壓",1617,89
"降水日數",1618,89
"日照時數",1619,89
"平均溫度",1620,90
"最高溫度",1621,90
"最高溫度日期",1622,90
"最低溫度",1623,90
"最低溫度日期",1624,90
"降水量",1625,90
"最大10分鐘風風速",1626,90
"最大10分鐘風風向",1627,90
"最大10分鐘風日期",1628,90
"最大瞬間風風速",1629,90
"最大瞬間風風向",1630,90
"最大瞬間風日期",1631,90
"平均相對濕度",1632,90
"最小相對濕度",1633,90
"最小相對濕度日期",1634,90
"測站氣壓",1635,90
"降水日數",1636,90
"日照時數",1637,90
"平均溫度",1638,91
"最高溫度",1639,91
"最高溫度日期",1640,91
"最低溫度",1641,91
"最低溫度日期",1642,91
"降水量",1643,91
"最大10分鐘風風速",1644,91
"最大10分鐘風風向",1645,91
"最大10分鐘風日期",1646,91
"最大瞬間風風速",1647,91
"最大瞬間風風向",1648,91
"最大瞬間風日期",1649,91
"平均相對濕度",1650,91
"最小相對濕度",1651,91
"最小相對濕度日期",1652,91
"測站氣壓",1653,91
"降水日數",1654,91
"日照時數",1655,91
"平均溫度",1656,92
"最高溫度",1657,92
"最高溫度日期",1658,92
"最低溫度",1659,92
"最低溫度日期",1660,92
"降水量",1661,92
"最大10分鐘風風速",1662,92
"最大10分鐘風風向",1663,92
"最大10分鐘風日期",1664,92
"最大瞬間風風速",1665,92
"最大瞬間風風向",1666,92
"最大瞬間風日期",1667,92
"平均相對濕度",1668,92
"最小相對濕度",1669,92
"最小相對濕度日期",1670,92
"測站氣壓",1671,92
"降水日數",1672,92
"日照時數",1673,92
"平均溫度",1674,93
"最高溫度",1675,93
"最高溫度日期",1676,93
"最低溫度",1677,93
"最低溫度日期",1678,93
"降水量",1679,93
"最大10分鐘風風速",1680,93
"最大10分鐘風風向",1681,93
"最大10分鐘風日期",1682,93
"最大瞬間風風速",1683,93
"最大瞬間風風向",1684,93
"最大瞬間風日期",1685,93
"平均相對濕度",1686,93
"最小相對濕度",1687,93
"最小相對濕度日期",1688,93
"測站氣壓",1689,93
"降水日數",1690,93
"日照時數",1691,93
"平均溫度",1692,94
"最高溫度",1693,94
"最高溫度日期",1694,94
"最低溫度",1695,94
"最低溫度日期",1696,94
"降水量",1697,94
"最大10分鐘風風速",1698,94
"最大10分鐘風風向",1699,94
"最大10分鐘風日期",1700,94
"最大瞬間風風速",1701,94
"最大瞬間風風向",1702,94
"最大瞬間風日期",1703,94
"平均相對濕度",1704,94
"最小相對濕度",1705,94
"最小相對濕度日期",1706,94
"測站氣壓",1707,94
"降水日數",1708,94
"日照時數",1709,94
"平均溫度",1710,95
"最高溫度",1711,95
"最高溫度日期",1712,95
"最低溫度",1713,95
"最低溫度日期",1714,95
"降水量",1715,95
"最大10分鐘風風速",1716,95
"最大10分鐘風風向",1717,95
"最大10分鐘風日期",1718,95
"最大瞬間風風速",1719,95
"最大瞬間風風向",1720,95
"最大瞬間風日期",1721,95
"平均相對濕度",1722,95
"最小相對濕度",1723,95
"最小相對濕度日期",1724,95
"測站氣壓",1725,95
"降水日數",1726,95
"日照時數",1727,95
"平均溫度",1728,96
"最高溫度",1729,96
"最高溫度日期",1730,96
"最低溫度",1731,96
"最低溫度日期",1732,96
"降水量",1733,96
"最大10分鐘風風速",1734,96
"最大10分鐘風風向",1735,96
"最大10分鐘風日期",1736,96
"最大瞬間風風速",1737,96
"最大瞬間風風向",1738,96
"最大瞬間風日期",1739,96
"平均相對濕度",1740,96
"最小相對濕度",1741,96
"最小相對濕度日期",1742,96
"測站氣壓",1743,96
"降水日數",1744,96
"日照時數",1745,96
"平均溫度",1746,97
"最高溫度",1747,97
"最高溫度日期",1748,97
"最低溫度",1749,97
"最低溫度日期",1750,97
"降水量",1751,97
"最大10分鐘風風速",1752,97
"最大10分鐘風風向",1753,97
"最大10分鐘風日期",1754,97
"最大瞬間風風速",1755,97
"最大瞬間風風向",1756,97
"最大瞬間風日期",1757,97
"平均相對濕度",1758,97
"最小相對濕度",1759,97
"最小相對濕度日期",1760,97
"測站氣壓",1761,97
"降水日數",1762,97
"日照時數",1763,97
"平均溫度",1764,98
"最高溫度",1765,98
"最高溫度日期",1766,98
"最低溫度",1767,98
"最低溫度日期",1768,98
"降水量",1769,98
"最大10分鐘風風速",1770,98
"最大10分鐘風風向",1771,98
"最大10分鐘風日期",1772,98
"最大瞬間風風速",1773,98
"最大瞬間風風向",1774,98
"最大瞬間風日期",1775,98
"平均相對濕度",1776,98
"最小相對濕度",1777,98
"最小相對濕度日期",1778,98
"測站氣壓",1779,98
"降水日數",1780,98
"日照時數",1781,98
"平均溫度",1782,99
"最高溫度",1783,99
"最高溫度日期",1784,99
"最低溫度",1785,99
"最低溫度日期",1786,99
"降水量",1787,99
"最大10分鐘風風速",1788,99
"最大10分鐘風風向",1789,99
"最大10分鐘風日期",1790,99
"最大瞬間風風速",1791,99
"最大瞬間風風向",1792,99
"最大瞬間風日期",1793,99
"平均相對濕度",1794,99
"最小相對濕度",1795,99
"最小相對濕度日期",1796,99
"測站氣壓",1797,99
"降水日數",1798,99
"日照時數",1799,99
"平均溫度",1800,100
"最高溫度",1801,100
"最高溫度日期",1802,100
"最低溫度",1803,100
"最低溫度日期",1804,100
"降水量",1805,100
"最大10分鐘風風速",1806,100
"最大10分鐘風風向",1807,100
"最大10分鐘風日期",1808,100
"最大瞬間風風速",1809,100
"最大瞬間風風向",1810,100
"最大瞬間風日期",1811,100
"平均相對濕度",1812,100
"最小相對濕度",1813,100
"最小相對濕度日期",1814,100
"測站氣壓",1815,100
"降水日數",1816,100
"日照時數",1817,100
"平均溫度",1818,101
"最高溫度",1819,101
"最高溫度日期",1820,101
"最低溫度",1821,101
"最低溫度日期",1822,101
"降水量",1823,101
"最大10分鐘風風速",1824,101
"最大10分鐘風風向",1825,101
"最大10分鐘風日期",1826,101
"最大瞬間風風速",1827,101
"最大瞬間風風向",1828,101
"最大瞬間風日期",1829,101
"平均相對濕度",1830,101
"最小相對濕度",1831,101
"最小相對濕度日期",1832,101
"測站氣壓",1833,101
"降水日數",1834,101
"日照時數",1835,101
"平均溫度",1836,102
"最高溫度",1837,102
"最高溫度日期",1838,102
"最低溫度",1839,102
"最低溫度日期",1840,102
"降水量",1841,102
"最大10分鐘風風速",1842,102
"最大10分鐘風風向",1843,102
"最大10分鐘風日期",1844,102
"最大瞬間風風速",1845,102
"最大瞬間風風向",1846,102
"最大瞬間風日期",1847,102
"平均相對濕度",1848,102
"最小相對濕度",1849,102
"最小相對濕度日期",1850,102
"測站氣壓",1851,102
"降水日數",1852,102
"日照時數",1853,102
"平均溫度",1854,103
"最高溫度",1855,103
"最高溫度日期",1856,103
"最低溫度",1857,103
"最低溫度日期",1858,103
"降水量",1859,103
"最大10分鐘風風速",1860,103
"最大10分鐘風風向",1861,103
"最大10分鐘風日期",1862,103
"最大瞬間風風速",1863,103
"最大瞬間風風向",1864,103
"最大瞬間風日期",1865,103
"平均相對濕度",1866,103
"最小相對濕度",1867,103
"最小相對濕度日期",1868,103
"測站氣壓",1869,103
"降水日數",1870,103
"日照時數",1871,103
"平均溫度",1872,104
"最高溫度",1873,104
"最高溫度日期",1874,104
"最低溫度",1875,104
"最低溫度日期",1876,104
"降水量",1877,104
"最大10分鐘風風速",1878,104
"最大10分鐘風風向",1879,104
"最大10分鐘風日期",1880,104
"最大瞬間風風速",1881,104
"最大瞬間風風向",1882,104
"最大瞬間風日期",1883,104
"平均相對濕度",1884,104
"最小相對濕度",1885,104
"最小相對濕度日期",1886,104
"測站氣壓",1887,104
"降水日數",1888,104
"日照時數",1889,104
"平均溫度",1890,105
"最高溫度",1891,105
"最高溫度日期",1892,105
"最低溫度",1893,105
"最低溫度日期",1894,105
"降水量",1895,105
"最大10分鐘風風速",1896,105
"最大10分鐘風風向",1897,105
"最大10分鐘風日期",1898,105
"最大瞬間風風速",1899,105
"最大瞬間風風向",1900,105
"最大瞬間風日期",1901,105
"平均相對濕度",1902,105
"最小相對濕度",1903,105
"最小相對濕度日期",1904,105
"測站氣壓",1905,105
"降水日數",1906,105
"日照時數",1907,105
"平均溫度",1908,106
"最高溫度",1909,106
"最高溫度日期",1910,106
"最低溫度",1911,106
"最低溫度日期",1912,106
"降水量",1913,106
"最大10分鐘風風速",1914,106
"最大10分鐘風風向",1915,106
"最大10分鐘風日期",1916,106
"最大瞬間風風速",1917,106
"最大瞬間風風向",1918,106
"最大瞬間風日期",1919,106
"平均相對濕度",1920,106
"最小相對濕度",1921,106
"最小相對濕度日期",1922,106
"測站氣壓",1923,106
"降水日數",1924,106
"日照時數",1925,106
"平均溫度",1926,107
"最高溫度",1927,107
"最高溫度日期",1928,107
"最低溫度",1929,107
"最低溫度日期",1930,107
"降水量",1931,107
"最大10分鐘風風速",1932,107
"最大10分鐘風風向",1933,107
"最大10分鐘風日期",1934,107
"最大瞬間風風速",1935,107
"最大瞬間風風向",1936,107
"最大瞬間風日期",1937,107
"平均相對濕度",1938,107
"最小相對濕度",1939,107
"最小相對濕度日期",1940,107
"測站氣壓",1941,107
"降水日數",1942,107
"日照時數",1943,107
"平均溫度",1944,108
"最高溫度",1945,108
"最高溫度日期",1946,108
"最低溫度",1947,108
"最低溫度日期",1948,108
"降水量",1949,108
"最大10分鐘風風速",1950,108
"最大10分鐘風風向",1951,108
"最大10分鐘風日期",1952,108
"最大瞬間風風速",1953,108
"最大瞬間風風向",1954,108
"最大瞬間風日期",1955,108
"平均相對濕度",1956,108
"最小相對濕度",1957,108
"最小相對濕度日期",1958,108
"測站氣壓",1959,108
"降水日數",1960,108
"日照時數",1961,108
"平均溫度",1962,109
"最高溫度",1963,109
"最高溫度日期",1964,109
"最低溫度",1965,109
"最低溫度日期",1966,109
"降水量",1967,109
"最大10分鐘風風速",1968,109
"最大10分鐘風風向",1969,109
"最大10分鐘風日期",1970,109
"最大瞬間風風速",1971,109
"最大瞬間風風向",1972,109
"最大瞬間風日期",1973,109
"平均相對濕度",1974,109
"最小相對濕度",1975,109
"最小相對濕度日期",1976,109
"測站氣壓",1977,109
"降水日數",1978,109
"日照時數",1979,109
"平均溫度",1980,110
"最高溫度",1981,110
"最高溫度日期",1982,110
"最低溫度",1983,110
"最低溫度日期",1984,110
"降水量",1985,110
"最大10分鐘風風速",1986,110
"最大10分鐘風風向",1987,110
"最大10分鐘風日期",1988,110
"最大瞬間風風速",1989,110
"最大瞬間風風向",1990,110
"最大瞬間風日期",1991,110
"平均相對濕度",1992,110
"最小相對濕度",1993,110
"最小相對濕度日期",1994,110
"測站氣壓",1995,110
"降水日數",1996,110
"日照時數",1997,110
"平均溫度",1998,111
"最高溫度",1999,111
"最高溫度日期",2000,111
"最低溫度",2001,111
"最低溫度日期",2002,111
"降水量",2003,111
"最大10分鐘風風速",2004,111
"最大10分鐘風風向",2005,111
"最大10分鐘風日期",2006,111
"最大瞬間風風速",2007,111
"最大瞬間風風向",2008,111
"最大瞬間風日期",2009,111
"平均相對濕度",2010,111
"最小相對濕度",2011,111
"最小相對濕度日期",2012,111
"測站氣壓",2013,111
"降水日數",2014,111
"日照時數",2015,111
"平均溫度",2016,112
"最高溫度",2017,112
"最高溫度日期",2018,112
"最低溫度",2019,112
"最低溫度日期",2020,112
"降水量",2021,112
"最大10分鐘風風速",2022,112
"最大10分鐘風風向",2023,112
"最大10分鐘風日期",2024,112
"最大瞬間風風速",2025,112
"最大瞬間風風向",2026,112
"最大瞬間風日期",2027,112
"平均相對濕度",2028,112
"最小相對濕度",2029,112
"最小相對濕度日期",2030,112
"測站氣壓",2031,112
"降水日數",2032,112
"日照時數",2033,112
"平均溫度",2034,113
"最高溫度",2035,113
"最高溫度日期",2036,113
"最低溫度",2037,113
"最低溫度日期",2038,113
"降水量",2039,113
"最大10分鐘風風速",2040,113
"最大10分鐘風風向",2041,113
"最大10分鐘風日期",2042,113
"最大瞬間風風速",2043,113
"最大瞬間風風向",2044,113
"最大瞬間風日期",2045,113
"平均相對濕度",2046,113
"最小相對濕度",2047,113
"最小相對濕度日期",2048,113
"測站氣壓",2049,113
"降水日數",2050,113
"日照時數",2051,113
"平均溫度",2052,114
"最高溫度",2053,114
"最高溫度日期",2054,114
"最低溫度",2055,114
"最低溫度日期",2056,114
"降水量",2057,114
"最大10分鐘風風速",2058,114
"最大10分鐘風風向",2059,114
"最大10分鐘風日期",2060,114
"最大瞬間風風速",2061,114
"最大瞬間風風向",2062,114
"最大瞬間風日期",2063,114
"平均相對濕度",2064,114
"最小相對濕度",2065,114
